"";"...1";"species";"year";"month";"lon";"lat";"year_month";"tme";"ele"
"8033";8033;"Rana temporaria";2020;8;13,24234;63,34863;2020,6;12,647119140625;468
"8034";8034;"Hylarana latouchii";2018;9;121,4053;24,87217;2018,675;24,227197265625;218
"8035";8035;"Rana temporaria";2009;7;8,05921;46,65705;2009,525;12,8924194335938;1808
"8036";8036;"Lithobates catesbeianus";2013;8;-78,590398;45,510613;2013,6;17,5151611328125;480
"8037";8037;"Lithobates pipiens";2015;5;-79,69942;44,36979;2015,375;14,4949584960938;232
"8038";8038;"Rana temporaria";2016;7;8,902824;50,42504;2016,525;19,4915710449219;126
"8039";8039;"Lithobates clamitans";2019;8;-76,527786;40,265404;2019,6;23,5924011230469;205
"8040";8040;"Rana temporaria";2021;6;5,4;51,65;2021,45;18,4946533203125;6
"8041";8041;"Rana temporaria";2003;5;8,95465;45,97386;2003,375;14,6311889648438;279
"8042";8042;"Rana dalmatina";1990;2;1,5759;46,77782;1990,15;9,81911621093752;151
"8043";8043;"Lithobates sylvaticus";1976;5;-117,5706;55,10499;1976,375;10,6803833007813;673
"8044";8044;"Rana temporaria";2014;4;-7,989427;53,5375;2014,3;10,006982421875;37
"8045";8045;"Lithobates clamitans";2017;6;-72,83413;41,57454;2017,45;19,4483581542969;214
"8046";8046;"Pulchrana grandocula";1971;5;125,702;9,095519;1971,375;22,7184692382813;1785
"8047";8047;"Pelophylax perezi";2003;6;-8,338513;40,93529;2003,45;18,7348876953125;195
"8048";8048;"Rana temporaria";1996;7;-2,729229;56,32524;1996,525;13,9609313964844;NA
"8049";8049;"Rana temporaria";2018;5;10,90865;59,97515;2018,375;14,6562438964844;323
"8050";8050;"Rana dalmatina";1978;1;2,94113;47,22912;1978,075;2,61177978515627;167
"8051";8051;"Rana temporaria";1997;4;8,72305;47,10132;1997,3;2,66854248046877;958
"8052";8052;"Rana temporaria";2019;2;0,345538;51,4936;2019,15;6,74248657226565;27
"8053";8053;"Pelophylax lessonae";2018;6;12,34126;55,69608;2018,45;18,1261840820313;26
"8054";8054;"Rana temporaria";2009;7;6,05;53,1;2009,525;17,3728881835938;0
"8055";8055;"Rana temporaria";2015;2;5,35;51,65;2015,15;3,08980712890627;8
"8056";8056;"Lithobates catesbeianus";2021;5;-83,162943;41,615537;2021,375;15,2660766601563;172
"8057";8057;"Rana temporaria";2017;1;4,25419;47,16849;2017,075;-0,370336914062477;522
"8058";8058;"Rana temporaria";2019;3;-2,76149;52,69217;2019,225;7,05782470703127;72
"8059";8059;"Hylarana latouchii";2015;10;121,1576;24,7986;2015,75;22,2204223632813;179
"8060";8060;"Rana temporaria";1997;9;10,14262;57,55667;1997,675;NA;11
"8061";8061;"Rana temporaria";2022;4;5,65;51,95;2022,3;9,04070434570315;7
"8062";8062;"Rana temporaria";2018;8;4,05;51,8;2018,6;18,9927612304688;-1
"8063";8063;"Rana temporaria";2014;4;8,823223;52,92303;2014,3;11,735498046875;22
"8064";8064;"Rana temporaria";2007;1;0,49061;46,67902;2007,075;7,52303466796877;143
"8065";8065;"Pelophylax lessonae";2018;6;15,25346;56,26071;2018,45;17,6379028320313;56
"8066";8066;"Rana temporaria";2020;5;-2,481299;52,62599;2020,375;12,190087890625;99
"8067";8067;"Rana japonica";1997;10;137,0428;36,74239;1997,75;12,855859375;4
"8068";8068;"Rana dybowskii";2009;4;127,265528;36,28825;2009,3;11,9453063964844;150
"8069";8069;"Rana temporaria";2018;4;-2,028265;51,790199;2018,3;9,11220703125002;214
"8070";8070;"Rana temporaria";1988;1;-4,319745;53,1595;1988,075;6,04653320312502;12
"8071";8071;"Lithobates septentrionalis";2000;8;-67,65;46,92;2000,6;16,9109741210938;203
"8072";8072;"Lithobates vaillanti";2017;11;-88,85959;16,09089;2017,825;23,7213989257813;20
"8073";8073;"Rana temporaria";1967;4;-1,708384;54,57352;1967,3;6,49859008789065;96
"8074";8074;"Rana dalmatina";2019;3;2,31683;46,72694;2019,225;8,97384033203127;191
"8075";8075;"Hylarana latouchii";2020;1;121,3261;23,48782;2020,075;13,2181335449219;310
"8076";8076;"Rana arvalis";2017;3;16,59811;56,67172;2017,225;3,74538574218752;38
"8077";8077;"Rana aurora";2020;9;-123,903503;46,38745;2020,675;16,5039306640625;146
"8078";8078;"Lithobates pipiens";2021;9;-79,00291;43,84279;2021,675;19,1279541015625;83
"8079";8079;"Pelophylax lessonae";2018;5;11,2999;54,69835;2018,375;14,5976501464844;-3
"8080";8080;"Rana temporaria";2001;1;3,99139;44,76398;2001,075;0,236230468750023;1208
"8081";8081;"Rana temporaria";2013;8;6,8;53;2013,6;17,9546142578125;2
"8082";8082;"Lithobates pipiens";1978;5;-102,58;25,46;1978,375;26,3298583984375;1256
"8083";8083;"Rana temporaria";2014;2;8,76661;46,20116;2014,15;1,04732666015627;938
"8084";8084;"Lithobates sphenocephalus";2010;7;-74,44283;39,64683;2010,525;26,468408203125;13
"8085";8085;"Rana temporaria";2009;12;5,1;52,05;2009,9;2,10210571289065;1
"8086";8086;"Pelophylax perezi";2020;10;-4,074215;43,07803;2020,75;10,289453125;625
"8087";8087;"Pelophylax ridibundus";2000;8;29,983867;39,31645;2000,6;19,1805053710938;1159
"8088";8088;"Lithobates catesbeianus";2020;6;-71,374675;43,838686;2020,45;18,5627990722656;187
"8089";8089;"Lithobates catesbeianus";1972;8;-95,568172008;40,68685934;1972,6;23,2348876953125;290
"8090";8090;"Rana dalmatina";2019;3;9,01525;45,83807;2019,225;8,29024658203127;245
"8091";8091;"Lithobates pipiens";2021;10;-77,51313;44,11923;2021,75;13,9331298828125;84
"8092";8092;"Rana arvalis";2010;4;9,559413;56,896123;2010,3;6,43837890625002;1
"8093";8093;"Lithobates clamitans";2001;7;-85,135;43,803333;2001,525;21,1761108398438;320
"8094";8094;"Lithobates palustris";2019;6;-80,832518;44,064463;2019,45;16,2354675292969;381
"8095";8095;"Lithobates sylvaticus";2011;4;-78,00744;40,77892;2011,3;8,7790466308594;440
"8096";8096;"Rana dybowskii";2008;4;128,562258;38,180278;2008,3;NA;100
"8097";8097;"Odorrana swinhoana";2013;10;121,017723;22,686589;2013,75;21,2245727539063;329
"8098";8098;"Sylvirana guentheri";2015;6;121,530459;25,104606;2015,45;27,8879028320313;15
"8099";8099;"Lithobates clamitans";2002;9;-76,370771;42,991801;2002,675;18,7625366210938;283
"8100";8100;"Rana temporaria";1991;5;7,93434;47,28733;1991,375;9,72695312500002;428
"8101";8101;"Rana temporaria";2020;6;2,511;42,06;2020,45;16,4592834472656;684
"8102";8102;"Rana longicrus";2013;3;121,470512;25,119162;2013,225;17,7047668457031;7
"8103";8103;"Lithobates clamitans";2020;7;-79,698692;40,73244;2020,525;25,1582275390625;303
"8104";8104;"Lithobates pipiens";1950;10;-86,01526;40,08309;1950,75;15,0926147460938;245
"8105";8105;"Hylarana latouchii";2017;11;121,7544;24,61646;2017,825;19,8952270507813;212
"8106";8106;"Pelophylax lessonae";2002;8;9,424412;54,95626;2002,6;19,6086669921875;38
"8107";8107;"Pelophylax perezi";2003;10;-8,433925;41,02659;2003,75;13,90322265625;121
"8108";8108;"Lithobates clamitans";2020;4;-70,845263;42,630528;2020,3;6,19732055664065;18
"8109";8109;"Odorrana swinhoana";2021;7;121,099605;24,533414;2021,525;19,8010192871094;1054
"8110";8110;"Lithobates palmipes";1979;10;-77,7208;-3,9139;1979,75;25,7271362304688;191
"8111";8111;"Sylvirana guentheri";2017;5;120,979826;24,704808;2017,375;23,8612915039063;131
"8112";8112;"Rana temporaria";2017;8;2,10849;42,45479;2017,6;15,8361450195313;2304
"8113";8113;"Pelophylax lessonae";2007;5;12,5131;56,00512;2007,375;12,6657348632813;36
"8114";8114;"Chalcorana chalconota";1999;1;106,878333;-6,671944;1999,075;20,0622802734375;613
"8115";8115;"Rana temporaria";2005;4;6,23064;49,29135;2005,3;10,0083251953125;198
"8116";8116;"Hylarana latouchii";2021;4;121,3887;24,9932;2021,3;20,846826171875;322
"8117";8117;"Lithobates pipiens";2020;7;-81,44479;44,41013;2020,525;21,4961181640625;192
"8118";8118;"Rana temporaria";1991;4;4,7;52,05;1991,3;8,37520751953127;-3
"8119";8119;"Rana temporaria";2005;8;6,89222;44,71655;2005,6;8,6052185058594;2364
"8120";8120;"Rana temporaria";2021;3;7,201311;44,85695;2021,225;2,22298583984377;791
"8121";8121;"Rana temporaria";1985;1;-2,367314;51,76875;1985,075;0,725610351562523;11
"8122";8122;"Lithobates clamitans";2016;6;-83,729088;42,304979;2016,45;20,7173400878906;269
"8123";8123;"Lithobates catesbeianus";2020;7;-76,54348;40,341583;2020,525;26,1367431640625;139
"8124";8124;"Rana longicrus";2017;2;121,34;24,97;2017,15;15,027490234375;102
"8125";8125;"Pelophylax lessonae";2016;5;10,65654;52,57861;2016,375;15,1033874511719;57
"8126";8126;"Rana boylii";2019;7;-123,4272;41,28885;2019,525;20,3693481445313;1203
"8127";8127;"Pelophylax perezi";2014;5;-0,96;39,57;2014,375;15,9637084960938;526
"8128";8128;"Lithobates catesbeianus";2017;9;-109,035032;31,870366;2017,675;24,2346435546875;1253
"8129";8129;"Lithobates catesbeianus";2022;8;-89,616382;30,380185;2022,6;26,4880004882813;17
"8130";8130;"Lithobates pipiens";2009;9;-75,22269;45,3799;2009,675;15,03408203125;80
"8131";8131;"Rana temporaria";2017;5;9,06185;47,41191;2017,375;12,5644165039063;623
"8132";8132;"Lithobates clamitans";2019;10;-82,510241;41,913716;2019,75;14,1571899414063;173
"8133";8133;"Rana luteiventris";2022;7;-116,9012;47,5998;2022,525;22,4001708984375;731
"8134";8134;"Lithobates pipiens";1992;8;-66,62;45,95;1992,6;18,1844116210938;5
"8135";8135;"Rana temporaria";2007;1;5,87588;47,86015;2007,075;4,85506591796877;266
"8136";8136;"Lithobates sylvaticus";2020;5;-74,17942;41,81361;2020,375;13,129541015625;90
"8137";8137;"Lithobates palmipes";2020;1;-72,93411;-7,559896;2020,075;26,1556335449219;186
"8138";8138;"Pelophylax perezi";2021;6;-8,24365;41,49664;2021,45;17,8598876953125;325
"8139";8139;"Rana temporaria";2011;5;7,33982;47,10845;2011,375;15,0678344726563;431
"8140";8140;"Lithobates pipiens";2009;5;-79,40872;46,23074;2009,375;10,4231811523438;197
"8141";8141;"Pelophylax lessonae";2018;6;9,580145;54,73369;2018,45;17,1007934570313;39
"8142";8142;"Rana temporaria";2009;1;6,14337;46,73816;2009,075;-2,82260742187498;1035
"8143";8143;"Rana cascadae";2017;8;-121,9147;46,89619;2017,6;16,5490356445313;1292
"8144";8144;"Sylvirana guentheri";2020;5;121,636263;24,612211;2020,375;21,041650390625;309
"8145";8145;"Rana temporaria";2018;3;9,12666;47,366;2018,225;2,21114501953127;658
"8146";8146;"Rana temporaria";2019;9;13,16775;47,83845;2019,675;13,2051635742188;667
"8147";8147;"Rana temporaria";2013;1;0,65777;48,68635;2013,075;3,24892578125002;241
"8148";8148;"Pelophylax lessonae";2019;8;11,95369;57,6772;2019,6;16,9771667480469;56
"8149";8149;"Pelophylax nigromaculatus";2010;8;128,9647;37,57513;2010,6;25,441064453125;235
"8150";8150;"Rana temporaria";1975;1;-5,282684;55,92425;1975,075;5,37374267578127;165
"8151";8151;"Lithobates palmipes";1956;2;-69,93591;4,203165;1956,15;25,12978515625;190
"8152";8152;"Lithobates clamitans";1966;7;-65,87;45,43;1966,525;17,2664123535156;52
"8153";8153;"Rana temporaria";1984;1;8,32565;46,97014;1984,075;-1,4936584472656;443
"8154";8154;"Nidirana adenopleura";2019;6;121,75408;24,617437;2019,45;25,3057800292969;91
"8155";8155;"Pelophylax bedriagae";2019;6;26,843632;37,680958;2019,45;23,3233581542969;119
"8156";8156;"Rana arvalis";2010;7;11,839707;55,179479;2010,525;20,138330078125;9
"8157";8157;"Rana dalmatina";2013;1;4,64794;48,40915;2013,075;2,77822265625002;154
"8158";8158;"Rana temporaria";2013;1;2,038;48,61325;2013,075;3,31337890625002;112
"8159";8159;"Lithobates septentrionalis";1999;7;-67,7;46,25;1999,525;20,1040893554688;141
"8160";8160;"Rana temporaria";2010;4;13,05;47,8;2010,3;8,21962890625002;426
"8161";8161;"Pelophylax ridibundus";2011;4;2,895;47,655;2011,3;13,4587341308594;185
"8162";8162;"Lithobates forreri";2013;2;-96,03;16,56;2013,15;20,5327392578125;696
"8163";8163;"Rana temporaria";2010;7;9,777516;56,30344;2010,525;18,693017578125;49
"8164";8164;"Rana temporaria";1972;3;-0,000105;51,61923;1972,225;NA;42
"8165";8165;"Lithobates clamitans";2022;5;-80,236008;43,587169;2022,375;14,4695983886719;341
"8166";8166;"Rana dalmatina";2007;1;-1,89574;46,7128;2007,075;9,22420654296877;16
"8167";8167;"Rana temporaria";2004;4;7,66652;46,4786;2004,3;-2,79544677734373;1253
"8168";8168;"Lithobates clamitans";1959;4;-62,5817;46,278599999;1959,3;2,5996032714844;30
"8169";8169;"Lithobates septentrionalis";2000;8;-66,95;46,42;2000,6;16,7898803710938;272
"8170";8170;"Lithobates clamitans";2017;5;-80,312119;43,543447;2017,375;11,7128540039063;343
"8171";8171;"Rana temporaria";2002;8;7,66804;46,83841;2002,6;14,9524169921875;977
"8172";8172;"Rana temporaria";2017;3;7,27381;47,15335;2017,225;7,50515136718752;457
"8173";8173;"Pelophylax ridibundus";2010;1;1,210896;51,316199;2010,075;2,21563110351565;2
"8174";8174;"Rana temporaria";2022;7;23,67208;48,52398;2022,525;16,4743896484375;1146
"8175";8175;"Hylarana latouchii";2012;5;121,6347;24,75387;2012,375;21,2029968261719;481
"8176";8176;"Lithobates catesbeianus";2010;8;4,64335;50,79248;2010,6;16,819970703125;29
"8177";8177;"Lithobates sylvaticus";2018;6;-114,7539;51,67914;2018,45;13,0480590820313;1268
"8178";8178;"Lithobates sphenocephalus";2015;8;-74,50286;39,8529;2015,6;24,688134765625;47
"8179";8179;"Rana temporaria";2020;9;-0,238715;53,75011;2020,675;14,2422119140625;2
"8180";8180;"Rana luteiventris";2014;7;-119,3667;49,29107;2014,525;18,2646118164063;1510
"8181";8181;"Rana temporaria";2004;4;9,43727;46,82117;2004,3;1,61861572265627;617
"8182";8182;"Pelophylax lessonae";2017;3;5,121045;50,41162;2017,225;8,18093261718752;255
"8183";8183;"Rana dalmatina";2019;2;-0,73782;45,5024;2019,15;8,81670532226565;39
"8184";8184;"Rana latastei";1995;1;9,01525;45,83807;1995,075;0,947137451171898;245
"8185";8185;"Lithobates clamitans";2017;6;-89,918962;43,39003;2017,45;20,5323425292969;382
"8186";8186;"Lithobates pipiens";1998;4;-87,8081;42,4758;1998,3;7,27407226562502;181
"8187";8187;"Rana temporaria";2002;1;4,11845;46,9898;2002,075;2,69387207031252;605
"8188";8188;"Hylarana latouchii";2017;3;121,5574;25,01473;2017,225;16,1516357421875;66
"8189";8189;"Pelophylax perezi";2004;1;-7,871039;41,04875;2004,075;6,6204772949219;782
"8190";8190;"Rana temporaria";2014;3;1,86875;48,58809;2014,225;8,14888916015627;155
"8191";8191;"Hylarana latouchii";2017;10;121,7542;24,61701;2017,75;22,5554443359375;91
"8192";8192;"Lithobates pipiens";2000;7;-64,82;46,15;2000,525;18,1858764648438;56
"8193";8193;"Pelophylax nigromaculatus";2010;8;128,7842;37,71543;2010,6;24,101220703125;353
"8194";8194;"Rana temporaria";2015;4;-3,123594;53,1768;2015,3;8,1330505371094;147
"8195";8195;"Pelophylax perezi";1983;1;-6,815519;40,58321;1983,075;4,63375244140627;747
"8196";8196;"Lithobates berlandieri";1963;1;-95,30302;18,49271;1963,075;19,332666015625;325
"8197";8197;"Rana dalmatina";2018;4;14,17324;55,74739;2018,3;NA;49
"8198";8198;"Rana arvalis";2011;4;5,3;51,9;2011,3;12,7751403808594;3
"8199";8199;"Lithobates catesbeianus";2022;5;-116,280962;43,6622;2022,375;11,6395202636719;798
"8200";8200;"Hylarana latouchii";2018;7;121,4725;24,96452;2018,525;27,7188354492188;200
"8201";8201;"Hylarana latouchii";2016;7;121,5882;25,18912;2016,525;27,6966491699219;357
"8202";8202;"Lithobates catesbeianus";2021;5;-77,161567;39,176962;2021,375;16,6215454101563;156
"8203";8203;"Rana temporaria";1998;3;3,03312;50,45722;1998,225;7,7329040527344;31
"8204";8204;"Rana dalmatina";2018;9;7,815127;48,51543;2018,675;17,906884765625;140
"8205";8205;"Rana temporaria";2018;1;-0,48713;43,0631;2018,075;5,71474609375002;913
"8206";8206;"Rana temporaria";1979;5;8,20127;47,46577;1979,375;12,2764526367188;406
"8207";8207;"Chalcorana raniceps";2020;3;118,502959;5,18473;2020,225;26,6650329589844;91
"8208";8208;"Rana temporaria";2018;3;6,5531;46,88018;2018,225;1,59591064453127;1106
"8209";8209;"Lithobates palustris";1964;8;-70,6678;41,8134;1964,6;19,369775390625;31
"8210";8210;"Rana temporaria";2009;3;2,21912;50,4307;2009,225;6,19295654296877;94
"8211";8211;"Rana temporaria";2019;7;-5,229923;56,16523;2019,525;14,2873168945313;238
"8212";8212;"Rana temporaria";1987;1;-4,594027;50,3502;1987,075;2,81673583984377;68
"8213";8213;"Lithobates sylvaticus";2020;5;-78,90749;41,97496;2020,375;11,332666015625;610
"8214";8214;"Lithobates clamitans";2022;7;-69,454164;44,336017;2022,525;22,8532958984375;86
"8215";8215;"Sylvirana guentheri";2017;7;120,926399;24,772087;2017,525;NA;70
"8216";8216;"Rana dalmatina";2007;1;4,7185;46,42831;2007,075;5,27108154296877;508
"8217";8217;"Rana temporaria";2011;3;2,67846;50,61237;2011,225;7,04671630859377;16
"8218";8218;"Pelophylax lessonae";2016;8;6,327739;51,35585;2016,6;18,7090087890625;34
"8219";8219;"Rana arvalis";2011;7;10,4649;56,397009;2011,525;17,0654235839844;44
"8220";8220;"Rana arvalis";2021;5;27,339712;63,116794;2021,375;8,93990478515627;86
"8221";8221;"Rana temporaria";2022;6;-0,267467;51,46424;2022,45;16,0055786132813;16
"8222";8222;"Rana temporaria";2011;4;5,75;51,7;2011,3;12,9548278808594;18
"8223";8223;"Rana temporaria";2013;5;7,66861;46,97334;2013,375;8,40688476562502;837
"8224";8224;"Rana temporaria";2014;5;7,47109;46,29891;2014,375;4,78011474609377;1389
"8225";8225;"Pelophylax ridibundus";2011;4;5,8;51,1;2011,3;13,2946716308594;26
"8226";8226;"Rana temporaria";2012;1;5,56939;47,05669;2012,075;3,82509765625002;243
"8227";8227;"Rana temporaria";2008;9;9,940065;54,938532;2008,675;13,690087890625;28
"8228";8228;"Rana temporaria";1988;1;-1,975934;54,67182;1988,075;2,56606445312502;391
"8229";8229;"Hylarana latouchii";2020;1;121,5638;24,8903;2020,075;13,8782897949219;494
"8230";8230;"Rana temporaria";1975;1;-1,527297;53,43734;1975,075;5,44796142578127;145
"8231";8231;"Rana temporaria";2018;8;-3,770953;55,65496;2018,6;13,2740112304688;170
"8232";8232;"Rana cascadae";2021;8;-121,2947;47,37998;2021,6;15,2082153320313;1298
"8233";8233;"Rana dalmatina";2017;3;4,73242;45,62976;2017,225;9,26491699218752;299
"8234";8234;"Rana temporaria";2020;5;8,26619;47,37537;2020,375;13,162744140625;529
"8235";8235;"Lithobates berlandieri";2022;2;-97,95809;26,1271;2022,15;14,9192749023438;25
"8236";8236;"Lithobates clamitans";2017;6;-72,625613;41,290082;2017,45;19,1046081542969;11
"8237";8237;"Pelophylax fukienensis";2016;9;120,300822;23,194347;2016,675;26,5441528320313;15
"8238";8238;"Rana limnocharis";2002;7;96,96489;20,57739;2002,525;21,070458984375;1094
"8239";8239;"Rana temporaria";2018;4;6,46496;46,1387;2018,3;8,69814453125002;594
"8240";8240;"Rana temporaria";2011;7;10,598967;56,420911;2011,525;17,0888610839844;32
"8241";8241;"Rana dalmatina";1979;1;-0,70886;48,38274;1979,075;-0,504187011718727;181
"8242";8242;"Lithobates clamitans";2021;5;-79,470955;43,644323;2021,375;12,2211547851563;95
"8243";8243;"Rana temporaria";2004;3;-2,755054;57,21898;2004,225;3,27712402343752;207
"8244";8244;"Pelophylax lessonae";2018;4;13,01;47,85;2018,3;12,83486328125;410
"8245";8245;"Rana arvalis";2017;5;4,7;51,85;2017,375;14,8769165039063;-3
"8246";8246;"Rana temporaria";2008;3;7,53728;47,0185;2008,225;2,71819458007815;601
"8247";8247;"Pelophylax lessonae";2006;6;21,099;52,173;2006,45;17,9624877929688;84
"8248";8248;"Rana temporaria";1999;8;20,67;50,42;1999,6;17,7829833984375;205
"8249";8249;"Rana temporaria";2015;3;7,01403;46,65794;2015,225;3,89235839843752;953
"8250";8250;"Lithobates catesbeianus";1969;10;-93,750186;34,161595;1969,75;17,7495361328125;204
"8251";8251;"Rana dalmatina";2015;3;2,85542;48,4704;2015,225;6,99196777343752;116
"8252";8252;"Lithobates sylvaticus";2000;7;-72,12945;41,94244;2000,525;19,4436889648438;235
"8253";8253;"Pelophylax perezi";2000;5;0,21;40,19;2000,375;NA;0
"8254";8254;"Rana temporaria";2018;3;7,53827;47,55817;2018,225;4,30294189453127;281
"8255";8255;"Rana temporaria";2015;6;6,16809;46,51668;2015,45;15,5910278320313;1483
"8256";8256;"Rana temporaria";2020;8;4,35;51,35;2020,6;21,061181640625;2
"8257";8257;"Rana temporaria";2015;1;5,46236;47,59942;2015,075;2,64052734375002;269
"8258";8258;"Lithobates sylvaticus";2020;6;-72,63583;41,32725;2020,45;20,0823303222656;65
"8259";8259;"Glandirana emeljanovi";2020;5;127,594167;37,973889;2020,375;15,143212890625;284
"8260";8260;"Lithobates clamitans";2021;5;-90,025359;43,687106;2021,375;14,2484985351563;343
"8261";8261;"Rana temporaria";2011;10;10,71673;53,93689;2011,75;10,2352233886719;29
"8262";8262;"Rana dalmatina";2012;4;16,61687;56,71556;2012,3;4,76687011718752;31
"8263";8263;"Lithobates catesbeianus";1968;6;-107,63091;31,78078;1968,45;28,2298828125;1218
"8264";8264;"Rana temporaria";2013;7;1,72088;42,8455;2013,525;17,8766723632813;1670
"8265";8265;"Lithobates sylvaticus";2021;3;-76,6438;39,38658;2021,225;7,77572021484377;87
"8266";8266;"Lithobates kauffeldi";2013;4;-74,056164;40,837542;2013,3;10,0402160644531;2
"8267";8267;"Rana temporaria";2011;3;-2,827864;53,359001;2011,225;6,24398193359377;21
"8268";8268;"Rana temporaria";2012;7;7,09871;48,09412;2012,525;15,8786560058594;975
"8269";8269;"Rana temporaria";2012;4;9,042092;48,35464;2012,3;7,63601074218752;749
"8270";8270;"Rana dalmatina";2010;2;-0,45526;44,41987;2010,15;5,35366210937502;63
"8271";8271;"Glandirana rugosa";2003;2;129,042697;35,390908;2003,15;3,21010742187502;45
"8272";8272;"Lithobates pipiens";2022;5;-81,41571;41,21432;2022,375;16,8055358886719;341
"8273";8273;"Rana temporaria";2011;5;-3,264149;55,80023;2011,375;9,01119384765627;272
"8274";8274;"Pelophylax lessonae";2011;4;10,55529;54,18394;2011,3;10,1852966308594;27
"8275";8275;"Rana dybowskii";2000;4;129,296322;36,998863;2000,3;10,17568359375;487
"8276";8276;"Lithobates palmipes";2014;12;-72,41993;3,518792;2014,9;26,4184204101563;185
"8277";8277;"Sylvirana guentheri";2018;5;121,586694;24,967553;2018,375;25,0644470214844;232
"8278";8278;"Lithobates berlandieri";2016;7;-98,58211;29,52307;2016,525;29,7239929199219;296
"8279";8279;"Rana longicrus";2011;7;121,447738;24,964499;2011,525;27,3759704589844;36
"8280";8280;"Rana temporaria";2009;4;9,50333;56,96686;2009,3;9,6581970214844;18
"8281";8281;"Sanguirana mearnsi";2016;4;124,7902;10,9808;2016,3;25,8586669921875;387
"8282";8282;"Lithobates pipiens";2019;9;-77,47454;43,98167;2019,675;17,9746948242188;94
"8283";8283;"Lithobates catesbeianus";2021;10;4,96131;51,07899;2021,75;12,0483642578125;21
"8284";8284;"Lithobates catesbeianus";2021;8;-122,011532;47,685333;2021,6;18,7062622070313;190
"8285";8285;"Hylarana macrodactyla";2003;6;98,968867;19,436733;2003,45;24,0298095703125;464
"8286";8286;"Rana temporaria";1976;1;9,81436;46,45397;1976,075;-12,6982788085937;1882
"8287";8287;"Rana temporaria";2020;5;7;52,65;2020,375;12,531884765625;15
"8288";8288;"Lithobates catesbeianus";1974;9;-111,085149443;31,409290327;1974,675;21,4679809570313;1256
"8289";8289;"Rana temporaria";2002;3;10,683;59,8346;2002,225;1,2813659667969;92
"8290";8290;"Lithobates berlandieri";2014;4;-101,8089;30,46051;2014,3;20,745263671875;623
"8291";8291;"Lithobates pipiens";2022;5;-73,41354;43,57735;2022,375;15,0789733886719;103
"8292";8292;"Lithobates catesbeianus";2021;9;-94,840538;39,014692;2021,675;23,4072509765625;257
"8293";8293;"Lithobates sphenocephalus";2016;3;-78,6253;36,3621;2016,225;13,0176635742188;160
"8294";8294;"Nidirana adenopleura";2021;7;120,884381;23,918746;2021,525;23,4592224121094;690
"8295";8295;"Lithobates sylvaticus";2000;8;-72,12945;41,94244;2000,6;19,6570678710938;235
"8296";8296;"Rana dalmatina";2007;1;-3,11125;47,84649;2007,075;8,86483154296877;94
"8297";8297;"Sylvirana guentheri";2018;9;121,552572;24,949476;2018,675;23,768212890625;154
"8298";8298;"Rana temporaria";2019;9;9,46263;47,49556;2019,675;14,5996948242188;398
"8299";8299;"Papurana kreffti";2014;9;159,98111;-9,50598;2014,675;25,3631225585938;273
"8300";8300;"Lithobates catesbeianus";2020;6;-71,514227;43,714793;2020,45;19,4631896972656;186
"8301";8301;"Rana temporaria";1983;8;1,60476;44,62426;1983,6;19,1608215332031;438
"8302";8302;"Rana temporaria";2021;3;5,65;52,25;2021,225;6,04134521484377;43
"8303";8303;"Lithobates catesbeianus";2021;8;-122,176187;37,362545;2021,6;18,0910278320313;265
"8304";8304;"Lithobates clamitans";2021;9;-63,73362;45,563138;2021,675;15,9775634765625;309
"8305";8305;"Lithobates pipiens";2000;4;-77,4622;46,0699;2000,3;3,05849609375002;147
"8306";8306;"Sylvirana guentheri";2018;3;120,696914;24,248833;2018,225;18,5470825195313;191
"8307";8307;"Lithobates palustris";2020;9;-79,714389;35,998234;2020,675;20,6660400390625;228
"8308";8308;"Rana aurora";2022;4;-122,974435;45,975396;2022,3;6,28093872070315;134
"8309";8309;"Lithobates clamitans";1995;7;-86,3511;43,4036;1995,525;22,3687377929688;177
"8310";8310;"Pelophylax perezi";2021;10;-7,009797;38,88673;2021,75;19,7436767578125;176
"8311";8311;"Rana temporaria";2022;5;6;53,2;2022,375;13,0028015136719;1
"8312";8312;"Pelophylax ridibundus";2020;5;4,8;51,95;2020,375;13,246728515625;-3
"8313";8313;"Lithobates pipiens";1962;7;-107,0164;40,931;1962,525;16,1392456054688;2448
"8314";8314;"Rana temporaria";2014;7;6,10003;45,30191;2014,525;11,6083618164063;1758
"8315";8315;"Lithobates magnaocularis";2006;7;-108,536028;27,394417;2006,525;24,8689208984375;439
"8316";8316;"Rana aurora";1984;10;-121,85;45,85;1984,75;4,35820922851565;574
"8317";8317;"Rana temporaria";2001;1;4,20243;48,74743;2001,075;4,28115234375002;173
"8318";8318;"Rana dalmatina";2001;1;6,99062;47,68724;2001,075;2,30458984375002;373
"8319";8319;"Rana temporaria";2013;8;8,179969;62,92489;2013,6;12,9116455078125;115
"8320";8320;"Rana dalmatina";2016;3;2,55386;48,76519;2016,225;6,16414794921877;105
"8321";8321;"Rana temporaria";2018;6;7,01474;46,56798;2018,45;14,5910278320313;1223
"8322";8322;"Lithobates pipiens";2021;4;-77,07769;44,14666;2021,3;7,47573242187502;128
"8323";8323;"Rana temporaria";2021;5;5,75;50,8;2021,375;10,8637329101563;131
"8324";8324;"Pelophylax lessonae";2020;6;13,08748;55,68539;2020,45;17,4006896972656;2
"8325";8325;"Lithobates palustris";1969;7;-81,3333;45,149999999;1969,525;18,975732421875;175
